date,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
3/30,66,59,20,46,60,62,37,46,42,39,49,76,56,67,138,97,107,95,77,69,81,63,78,98,62,50,61,108,54,90,71,55,76,64,61,48,50,69,65,92,38,90,71,78,86,78,130,75,70,82,69,64,61,108,78,77,96,30,78,87,87,0
3/31,66,50,20,47,60,58,37,50,37,39,49,77,55,65,142,96,106,93,73,68,84,61,72,99,58,48,58,106,53,90,71,53,71,54,59,48,49,69,64,92,41,90,73,69,85,82,131,73,74,81,68,63,60,107,84,76,96,30,77,86,87,0
4/1,66,50,20,47,58,50,38,47,35,39,49,78,48,65,140,94,105,93,72,68,84,59,72,100,57,48,56,105,53,88,81,51,66,63,62,46,49,70,66,91,41,88,82,61,83,80,129,76,72,79,68,61,60,99,84,73,97,27,81,86,88,0
4/2,66,48,18,48,56,48,29,51,30,39,49,78,42,64,149,100,102,95,77,67,84,59,70,99,57,48,55,106,52,88,86,50,66,63,62,45,53,71,68,91,41,89,82,61,78,79,127,75,71,79,69,56,60,96,82,70,97,24,87,84,88,0
4/3,66,48,18,45,54,44,40,50,28,46,49,78,41,64,147,108,100,96,78,65,97,60,70,99,57,47,54,105,52,88,89,49,67,61,62,44,52,75,69,92,41,89,80,63,75,78,126,74,72,79,64,54,60,96,81,69,98,24,82,84,83,0
4/4,66,42,18,42,54,40,44,48,27,47,49,78,41,62,144,108,101,97,78,59,105,60,70,98,57,49,50,111,52,86,92,49,64,57,62,40,51,73,70,92,42,89,80,64,73,71,125,76,72,80,65,62,62,98,80,58,100,26,82,83,87,0
4/5,66,38,19,44,52,42,42,47,28,47,49,78,40,60,139,106,101,97,89,51,110,60,70,99,60,54,43,113,52,84,94,49,63,56,58,48,49,74,70,93,41,88,79,65,73,72,123,76,78,98,66,63,73,98,86,54,99,28,81,82,86,0
4/6,66,35,18,46,55,45,44,42,28,47,48,81,42,60,136,105,100,98,89,52,110,60,73,98,64,53,44,113,51,79,90,49,61,54,58,52,45,74,69,90,41,88,76,65,72,76,125,75,77,92,65,63,76,98,85,54,102,28,81,82,87,0
4/7,66,34,19,46,55,42,45,39,28,46,49,82,45,59,135,105,100,100,88,52,118,60,78,99,73,52,42,121,50,78,89,49,63,52,66,52,36,74,68,92,42,90,72,65,71,75,122,75,76,91,64,65,76,97,88,48,100,27,81,82,88,0
4/8,66,34,19,47,54,44,48,35,27,42,51,85,42,58,133,104,102,100,88,58,122,60,82,101,73,52,40,120,48,83,89,49,66,50,66,52,30,72,67,92,42,94,74,63,70,78,123,75,78,90,63,67,79,97,89,48,100,27,79,80,88,0
4/9,63,34,20,49,50,46,48,33,26,42,51,86,41,57,133,98,102,98,86,68,121,60,83,105,75,51,36,119,47,82,90,53,65,49,67,51,24,72,64,92,42,99,76,62,70,81,120,71,78,89,62,66,81,97,90,45,100,36,77,80,90,0
4/10,60,34,20,42,49,46,54,34,29,42,50,86,41,56,130,96,102,96,92,72,119,59,79,105,82,48,35,117,49,82,90,54,64,49,72,51,24,72,62,89,42,106,76,62,70,92,120,68,77,89,60,65,82,94,90,45,90,49,75,80,88,0
4/11,57,32,20,42,49,46,60,32,34,40,49,87,41,56,126,102,102,97,101,70,118,63,78,105,80,47,34,117,55,83,90,60,61,48,72,51,24,76,60,89,42,119,76,62,70,92,117,68,77,89,60,62,81,93,90,46,90,49,75,77,88,0
4/12,54,30,20,42,49,46,58,30,34,36,48,87,41,54,125,98,101,97,98,68,117,68,72,104,80,45,34,122,63,83,90,64,60,48,71,53,20,76,59,88,41,118,76,62,70,93,116,67,75,87,60,60,85,92,90,45,84,49,75,76,86,0
4/13,51,30,20,40,48,47,60,35,31,33,56,87,39,54,125,96,99,99,99,66,115,64,70,103,81,45,34,121,61,81,89,64,57,48,70,52,20,76,58,87,41,117,74,60,70,92,111,62,74,88,60,58,88,92,88,44,83,48,76,74,82,0
4/14,48,30,26,37,48,40,62,42,31,30,55,86,38,54,123,95,98,98,97,62,114,63,67,106,79,45,34,123,59,81,89,62,57,47,74,52,20,76,58,84,41,118,78,59,69,90,110,58,73,84,60,56,93,92,88,43,83,47,78,67,77,0
4/15,45,30,24,33,46,35,60,54,30,22,55,85,35,52,117,95,96,98,95,57,112,60,66,105,80,43,34,121,58,80,83,60,57,49,70,51,20,76,57,80,42,118,78,58,69,85,108,54,73,84,59,55,96,92,87,43,83,44,78,58,77,0
4/16,42,27,24,30,44,33,60,58,28,18,56,84,35,52,115,94,100,96,90,59,108,57,66,106,82,44,35,119,58,79,75,58,54,50,70,49,20,75,56,76,51,118,77,55,69,75,107,46,64,83,58,53,90,92,87,46,83,37,75,63,76,0
4/17,39,30,20,28,40,20,56,59,26,18,57,83,35,52,106,90,98,96,84,58,108,51,66,106,84,44,35,110,73,78,75,54,54,62,69,48,20,82,53,75,51,133,76,53,70,75,107,40,64,82,53,52,99,90,87,49,81,32,75,63,74,0
4/18,36,30,18,20,36,19,56,58,25,18,57,82,36,50,100,90,98,95,81,58,108,42,64,105,82,43,30,107,73,76,72,53,50,59,65,50,19,80,54,75,48,135,83,51,70,73,107,35,64,78,53,51,97,89,86,54,81,32,72,61,72,0
4/19,33,31,15,17,33,19,54,56,24,18,57,81,37,48,103,89,98,93,76,57,98,40,64,105,82,43,30,104,75,76,72,51,47,59,64,48,18,78,53,74,48,130,82,50,69,73,107,28,63,73,52,50,96,84,84,53,81,31,66,63,71,0
4/20,30,31,12,11,31,18,50,50,23,18,57,81,37,47,102,87,97,92,75,56,97,36,62,104,82,42,35,102,77,74,72,50,44,62,66,48,18,77,53,72,45,127,82,53,68,72,107,26,59,70,52,48,95,82,83,52,81,30,60,61,71,0
4/21,27,31,8,5,30,16,43,44,23,18,56,79,37,46,102,87,98,91,72,55,97,34,60,104,80,41,40,101,78,77,70,47,40,63,64,47,18,68,50,75,45,113,80,52,68,72,106,24,57,68,50,48,93,74,83,51,82,29,60,58,70,0
4/22,24,33,5,1,28,14,40,38,22,15,54,76,37,45,101,86,102,91,66,52,96,32,52,104,78,41,40,100,81,77,66,47,37,65,65,44,18,60,49,76,41,100,78,52,67,74,96,24,54,65,48,47,84,71,81,48,82,27,60,56,70,0
4/23,22,34,2,0,24,12,37,39,23,14,55,74,43,44,104,86,108,91,62,48,96,30,49,104,77,41,36,99,79,72,63,47,34,63,70,42,18,59,54,76,41,96,76,51,67,74,94,30,57,63,47,46,75,66,82,47,83,25,59,54,72,0
4/24,20,34,2,0,20,11,34,39,27,14,55,73,51,40,104,85,108,91,60,50,95,30,52,103,70,38,36,98,77,72,59,47,33,63,71,41,17,59,54,73,41,96,75,51,67,85,92,27,66,63,45,45,73,61,81,46,81,25,59,53,72,0
4/25,18,34,2,0,16,10,31,39,28,13,53,72,51,36,102,84,105,91,59,49,93,30,54,103,69,37,35,96,70,71,58,44,32,68,71,39,16,58,53,72,41,96,73,51,66,84,81,27,65,63,47,45,71,60,81,45,79,25,57,53,75,0
4/26,null,34,0,0,15,10,28,32,27,13,53,71,50,37,101,83,106,91,57,48,92,39,53,102,63,36,35,93,68,70,56,40,31,65,71,33,14,57,48,68,41,93,73,49,64,84,80,30,63,62,46,45,70,59,70,44,77,24,57,54,74,0
4/27,null,32,0,0,14,8,28,26,27,12,53,71,46,42,100,80,106,90,56,45,91,45,53,102,59,36,33,89,66,70,54,37,30,65,70,27,14,57,48,63,41,93,72,49,62,85,78,30,58,61,44,45,70,56,64,51,73,28,55,57,77,0
4/28,null,24,0,4,14,7,25,20,27,10,51,71,44,42,99,72,104,89,56,42,91,44,53,102,54,35,32,86,61,69,54,34,30,63,70,20,14,55,47,60,40,91,75,49,62,84,76,33,54,61,43,45,69,54,55,66,70,28,55,57,73,0
4/29,null,20,0,0,13,5,27,14,24,8,50,70,44,41,91,70,105,89,56,38,91,44,52,101,52,34,30,85,58,63,53,31,33,64,68,17,14,54,43,60,39,91,75,48,62,82,75,36,53,59,45,44,64,54,54,62,60,28,54,54,71,0
4/30,null,18,0,0,10,3,26,8,21,6,49,69,43,40,90,66,106,88,59,37,91,40,52,101,50,32,28,84,54,60,50,29,44,61,65,14,12,53,42,59,41,90,74,45,62,82,74,33,53,54,43,44,62,54,53,58,60,28,51,54,70,0
5/1,null,18,0,0,10,2,24,6,21,5,48,65,42,39,89,64,106,87,57,36,91,38,49,100,51,28,26,83,52,59,49,23,43,61,63,10,10,51,42,58,39,86,69,45,60,80,70,38,51,48,41,44,62,53,50,56,55,27,46,53,68,0
5/2,null,18,0,0,8,1,26,4,19,4,47,64,42,38,89,62,105,84,56,35,90,34,48,102,50,24,25,80,48,58,46,23,43,59,60,9,10,50,41,57,39,85,70,39,58,78,64,41,48,40,42,40,62,52,50,42,50,23,42,54,67,0
5/3,null,17,1,0,0,0,27,2,16,2,46,63,42,36,87,60,104,78,48,34,86,33,47,103,48,22,24,78,42,57,46,23,42,59,60,7,13,47,40,57,37,85,70,38,57,78,59,43,48,36,42,38,61,51,44,36,49,21,42,52,64,0
5/4,null,22,1,0,6,0,24,0,16,1,42,68,42,36,84,54,107,76,48,32,84,36,47,102,47,21,20,76,41,56,45,23,38,59,60,5,13,49,37,57,35,83,70,33,51,73,55,40,46,42,42,35,61,51,41,32,47,20,36,52,58,0
5/5,null,18,0,0,4,0,22,0,16,0,41,67,44,35,82,48,112,75,47,29,82,34,42,100,48,20,18,74,39,55,45,23,37,56,59,9,12,48,33,54,33,80,70,33,47,65,53,36,46,39,42,32,60,50,41,29,50,20,33,49,53,0
5/6,null,18,0,0,4,0,18,0,13,0,38,66,43,34,81,51,108,73,49,28,82,30,39,99,47,19,17,70,37,53,44,21,34,54,55,7,10,48,31,53,32,79,70,32,42,62,50,34,42,37,41,31,60,47,37,26,52,16,33,51,51,0
5/7,null,18,0,0,2,0,16,0,12,0,36,69,43,34,79,50,105,72,48,30,82,29,36,96,47,17,15,67,36,51,42,18,31,50,52,6,8,47,28,52,32,78,77,30,36,54,48,28,40,33,39,31,57,43,38,25,52,15,28,51,47,0
5/8,null,18,0,0,1,0,12,0,8,0,34,68,49,33,78,49,102,72,47,30,80,29,36,95,44,13,13,60,35,48,44,13,30,48,52,5,8,46,25,50,32,76,77,25,34,48,46,27,38,33,38,27,53,41,36,24,48,14,24,48,42,0
5/9,null,15,0,0,1,0,9,0,8,0,32,71,49,32,75,46,101,69,47,29,76,28,36,90,36,12,12,59,36,48,41,12,29,44,52,0,8,40,23,49,31,74,78,20,28,48,44,27,37,32,36,25,47,39,35,35,44,12,20,48,40,0
5/10,null,12,0,0,1,0,6,0,9,0,28,72,53,31,72,42,98,69,40,28,72,28,36,89,30,12,9,58,48,47,41,11,26,42,52,0,8,36,19,46,29,72,78,18,28,36,42,23,36,32,33,22,43,38,35,35,41,8,16,43,34,0
5/11,null,12,0,0,0,0,4,0,10,0,25,71,53,30,71,38,92,69,38,27,70,22,36,85,25,12,6,54,48,46,34,8,22,40,49,0,0,34,13,45,28,71,77,12,24,33,36,22,33,24,33,20,39,33,27,34,39,7,12,42,28,0
5/12,null,6,0,0,0,0,2,0,9,0,21,71,54,24,71,36,89,69,36,26,67,21,30,81,24,12,0,53,46,42,30,6,20,36,48,0,0,28,9,42,25,71,76,9,24,29,33,22,31,21,30,17,39,30,25,30,37,6,9,39,25,0
5/13,null,5,0,0,0,0,1,0,8,0,17,73,53,23,72,34,84,66,36,24,60,19,29,78,22,9,0,48,42,41,23,3,18,35,44,0,0,26,8,42,23,77,73,6,24,27,30,22,22,16,27,15,36,27,23,27,36,3,9,34,21,0
5/14,null,4,0,0,1,0,0,0,7,0,15,72,52,20,72,32,83,63,35,23,59,18,29,75,20,8,0,46,36,41,20,1,13,28,42,0,0,18,5,41,22,73,71,0,22,25,26,28,27,10,26,11,32,24,22,26,35,2,8,33,21,0
5/15,null,0,0,0,1,0,0,0,6,0,12,70,50,17,72,30,83,60,34,23,56,12,24,72,15,7,0,39,35,41,18,0,12,27,38,0,0,17,4,40,19,72,69,0,21,23,24,35,26,7,21,6,31,23,21,26,26,0,8,28,20,0
5/16,null,3,0,0,0,0,0,0,4,0,8,69,50,15,72,28,78,54,34,22,53,11,24,72,11,6,0,39,34,45,15,0,10,24,33,0,0,15,0,40,18,71,69,0,15,18,22,32,24,5,20,4,28,20,20,22,23,0,6,23,19,0
5/17,null,3,0,0,0,0,0,0,2,0,5,67,49,14,68,26,77,54,30,18,48,9,21,69,10,5,0,36,32,43,13,0,8,21,31,0,0,12,0,39,16,67,69,0,12,17,20,27,22,3,18,2,28,20,18,19,23,0,0,18,14,0
5/18,null,3,0,0,0,0,0,0,1,0,2,65,49,12,66,25,72,52,29,17,45,8,null,60,6,3,0,34,31,42,11,0,6,19,23,0,0,6,0,35,15,64,68,0,8,16,18,30,22,3,17,0,28,18,15,16,20,0,2,18,12,0
5/19,null,3,0,0,0,0,0,0,0,0,0,60,48,10,63,24,66,48,31,12,42,6,null,58,4,2,0,32,30,39,9,0,4,15,20,0,0,6,0,32,12,55,67,0,4,16,18,28,18,0,17,0,27,18,12,14,18,0,1,16,7,0
5/20,null,2,5,0,0,0,0,0,0,0,0,57,45,10,57,19,60,40,29,11,36,7,null,53,0,0,0,23,27,35,4,0,3,11,15,0,0,5,0,29,10,49,66,0,3,16,18,28,15,0,15,0,23,18,9,11,17,0,0,15,7,0
5/21,null,1,0,0,0,0,0,0,0,0,0,54,44,10,55,17,55,36,28,9,30,4,null,49,0,0,0,22,23,31,0,0,0,6,8,0,0,2,0,26,0,41,66,0,0,12,13,29,6,0,15,1,20,12,6,10,16,0,0,12,5,0
5/22,null,0,0,0,0,0,0,0,0,0,0,51,44,8,53,15,54,34,25,8,21,4,null,46,0,0,0,18,22,27,0,0,0,2,7,0,0,0,0,17,3,39,72,0,0,6,9,27,6,0,12,4,18,11,5,9,6,0,0,9,0,0
5/23,null,0,0,0,0,0,0,0,0,0,0,50,43,6,48,12,50,27,22,7,12,4,null,43,0,0,0,15,18,24,0,0,0,1,5,0,0,0,0,16,1,38,70,0,0,5,6,25,3,0,12,6,11,11,5,0,0,0,0,7,2,0
5/24,null,0,0,0,0,0,0,0,0,0,0,47,42,4,45,9,50,24,20,5,6,4,null,36,0,0,0,13,15,13,0,0,0,0,0,0,0,0,0,15,0,31,69,0,0,5,4,23,1,0,9,2,10,10,0,0,2,0,0,4,2,0
5/25,null,0,0,0,0,0,0,0,0,0,0,44,42,2,42,6,45,22,19,4,0,3,null,33,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,12,0,29,66,0,0,5,1,22,0,0,8,1,9,8,0,0,0,0,4,2,0,0
5/26,null,0,0,0,0,0,0,0,0,0,0,42,48,0,40,3,43,21,16,0,0,0,null,24,0,0,0,10,9,5,0,0,0,0,0,0,0,0,0,9,0,26,65,0,0,3,0,20,0,0,7,0,8,6,0,0,0,0,6,0,0,0
5/27,null,0,0,0,0,0,0,0,0,0,0,39,46,0,38,0,41,15,12,0,0,0,null,21,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,9,0,24,64,0,0,3,0,15,0,0,5,0,2,3,0,0,0,0,5,0,0,0
5/28,null,0,0,0,0,0,0,0,0,0,0,36,43,0,37,0,40,12,11,0,0,0,null,16,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,7,0,22,62,0,0,0,0,11,0,0,3,1,0,3,0,0,0,0,3,0,0,0
5/29,null,0,0,0,0,0,0,0,0,0,0,33,40,0,34,0,36,11,7,0,0,0,null,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,22,58,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5/30,null,0,0,0,0,0,0,0,0,0,0,29,39,0,27,0,30,10,5,0,0,0,null,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,18,56,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31,null,0,0,0,0,0,0,0,0,0,0,26,35,0,24,0,27,0,4,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,54,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1,null,0,0,0,0,0,0,0,0,0,0,22,34,0,22,0,24,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2,null,0,0,0,0,0,0,0,0,0,0,20,31,0,20,0,21,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3,null,0,0,0,0,0,0,0,0,0,0,16,27,0,17,0,20,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4,null,0,0,0,0,0,0,0,0,0,0,13,25,0,10,0,16,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5,null,0,0,0,0,0,0,0,0,0,0,12,20,0,6,0,12,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6,null,0,0,0,0,0,0,0,0,0,0,8,15,0,4,0,8,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7,null,0,0,0,0,0,0,0,0,0,0,5,10,0,2,0,7,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8,null,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9,null,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13,null,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
