date,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
12/14,21,18,12,0,28,24,10,25,23,18,8,35,0,25,42,16,26,24,30,8,15,15,35,46,24,10,46,52,9,32,18,22,24,11,25,31,23,6,11,12,12,36,23,46,14,14,30,0,35,27,30,23,6,42,25,23,21,4,6,20,29,1
12/15,21,22,13,6,31,24,10,25,23,18,9,36,0,27,48,17,26,25,30,7,15,12,36,45,26,10,46,52,6,29,20,21,25,15,30,31,24,12,11,9,12,39,23,49,13,14,31,5,38,46,28,23,6,42,21,24,21,2,6,22,29,1
12/16,21,24,12,8,33,25,13,25,23,18,9,37,1,36,48,18,25,25,37,6,16,12,36,45,24,10,47,59,4,31,20,24,26,21,31,37,25,12,10,9,12,39,23,48,13,17,30,5,38,44,27,28,9,51,20,25,24,2,0,24,29,1
12/17,22,24,12,12,36,26,14,26,23,18,9,39,0,37,45,18,34,24,39,16,24,13,36,42,36,14,46,59,5,33,19,25,26,23,31,37,25,11,12,9,12,41,22,47,17,16,30,8,38,41,29,29,7,52,29,30,26,5,9,24,29,0
12/18,23,24,13,12,37,28,15,27,23,18,10,41,1,34,45,18,36,28,39,16,28,22,36,41,42,12,46,60,5,36,17,26,28,23,30,37,24,12,14,9,13,41,21,45,19,16,31,7,38,57,29,29,6,54,29,30,27,5,12,23,33,0
12/19,24,25,13,10,39,30,15,28,22,18,10,45,1,33,45,22,33,26,39,16,28,22,36,41,42,12,48,59,3,39,18,24,28,23,29,37,27,12,14,9,17,40,18,45,21,16,32,0,36,56,29,31,10,54,33,30,27,0,18,23,33,0
12/20,24,27,13,6,39,32,16,33,22,18,11,44,2,30,50,22,36,27,39,16,30,22,35,41,36,12,48,57,4,39,20,25,30,26,28,37,27,12,16,9,17,42,27,43,21,15,39,11,33,56,31,36,10,55,37,30,24,4,20,23,33,0
12/21,24,27,13,0,39,32,25,35,25,18,11,45,1,28,49,21,40,28,38,12,30,22,37,46,38,12,47,55,8,39,18,24,31,26,25,38,25,16,17,13,14,51,25,44,20,14,39,13,34,55,31,40,10,55,36,26,24,4,22,21,33,0
12/22,24,27,13,2,39,32,25,35,29,18,12,47,1,26,49,36,40,28,43,14,30,22,38,46,40,12,48,55,10,43,25,24,31,25,25,39,21,19,17,21,14,53,24,42,20,14,39,13,34,52,30,40,10,55,41,26,25,3,28,17,33,0
12/23,24,27,16,0,42,32,25,36,29,18,13,45,2,27,53,34,44,27,43,18,30,25,40,46,37,12,48,57,10,44,25,28,31,26,25,39,18,19,18,23,14,49,24,46,20,18,41,16,34,50,29,37,8,49,41,30,29,7,42,16,34,0
12/24,24,27,14,0,42,32,25,36,30,18,10,44,2,28,58,30,54,30,43,19,27,25,42,45,37,10,51,57,9,47,25,28,31,26,26,39,18,19,21,22,14,49,23,48,19,18,42,17,42,45,25,40,10,51,43,30,29,7,42,16,32,0
12/25,30,27,18,0,42,32,25,37,30,20,5,43,17,28,60,30,46,31,43,18,30,25,42,45,45,9,53,55,4,47,26,31,31,24,29,39,18,19,20,21,14,50,25,48,20,18,48,17,42,40,25,34,11,51,39,30,29,11,36,16,30,0
12/26,36,27,19,0,42,33,25,37,30,20,3,45,22,31,63,39,46,31,42,15,31,34,44,45,50,9,53,56,2,46,30,30,30,24,34,47,18,18,20,24,13,56,25,51,19,18,47,17,42,57,25,31,14,51,38,30,29,14,36,20,29,0
12/27,36,24,20,12,42,33,25,37,30,20,3,45,23,31,63,50,47,32,45,12,29,35,45,45,60,9,54,55,2,47,29,30,30,25,35,46,19,20,20,23,13,58,26,54,19,19,45,17,46,56,29,36,15,51,37,27,30,13,45,21,29,0
12/28,36,24,21,12,42,37,25,42,32,20,10,45,23,34,69,57,48,31,44,14,29,31,45,45,58,12,52,58,1,46,26,34,30,27,39,46,18,20,20,23,13,58,26,52,19,19,45,16,46,56,30,34,16,53,30,33,30,20,43,20,28,0
12/29,30,24,22,12,42,39,25,44,32,21,10,45,27,44,74,57,48,32,45,13,29,31,46,45,56,14,51,65,0,47,16,31,30,27,39,45,18,18,19,23,20,60,24,52,19,22,44,18,46,51,30,32,16,54,30,40,30,21,44,20,28,0
12/30,31,26,22,12,42,40,25,45,35,21,8,45,30,42,75,57,48,34,50,14,31,31,46,49,51,15,53,62,1,47,15,33,30,27,40,43,13,18,18,31,20,61,26,59,24,28,44,21,46,52,30,33,22,54,33,40,30,22,45,22,28,0
12/31,32,26,24,12,42,40,25,47,35,21,10,42,30,41,73,55,46,36,49,16,32,32,46,48,46,15,52,62,0,47,15,33,30,28,43,43,14,17,18,29,20,61,27,64,24,28,54,25,45,51,29,33,23,61,33,37,30,22,44,22,29,0
1/1,34,25,24,14,40,40,31,47,30,21,11,36,29,43,80,53,46,33,47,17,35,32,46,48,40,15,52,62,2,47,19,34,30,27,41,42,14,16,19,29,20,59,27,63,26,28,58,26,44,53,28,33,22,64,34,38,28,18,46,23,32,0
1/2,36,25,24,14,42,40,35,47,30,21,11,36,32,42,82,51,46,34,46,18,36,32,48,50,33,15,55,62,4,51,18,33,31,27,41,42,15,16,19,29,22,59,26,66,26,27,55,28,44,54,28,30,23,66,35,42,24,21,46,24,34,0
1/3,36,26,24,14,42,40,33,47,30,21,11,39,28,42,82,51,44,36,48,21,35,32,48,57,35,15,54,62,5,49,18,36,36,27,44,42,17,16,19,29,28,59,27,63,27,19,54,30,44,53,29,30,22,65,38,49,24,24,46,24,33,0
1/4,36,27,26,14,46,42,33,46,30,21,11,39,26,45,83,46,44,35,48,22,36,32,49,57,35,15,54,64,4,49,18,35,36,29,44,40,18,16,19,32,32,59,27,57,29,20,57,30,59,53,30,30,22,65,39,54,25,22,47,24,34,0
1/5,36,27,24,14,47,44,32,47,31,21,11,39,28,48,84,46,44,36,47,24,35,32,52,58,41,15,52,67,3,48,19,37,36,30,43,40,18,15,16,34,33,59,27,55,31,22,58,30,58,52,31,33,20,65,39,54,29,23,50,24,36,0
1/6,36,24,24,12,47,45,32,47,31,21,11,41,31,47,81,47,44,36,51,27,35,32,52,59,42,15,51,68,3,50,19,43,35,30,43,42,20,19,16,33,31,58,27,50,31,22,57,30,57,53,32,37,18,64,40,54,29,24,50,22,38,0
1/7,40,22,24,20,47,46,30,46,31,21,11,42,29,49,87,46,43,36,53,26,36,32,55,60,38,16,56,70,6,50,19,44,38,30,43,42,21,19,16,33,34,58,31,44,31,23,54,31,57,54,33,37,14,63,42,55,30,24,51,22,40,0
1/8,40,20,24,26,47,50,36,46,30,21,11,43,27,48,96,46,44,37,53,27,35,32,60,60,44,16,48,70,10,49,21,43,44,31,41,41,21,22,18,45,34,58,28,42,31,25,52,27,60,55,34,38,14,48,51,56,31,25,51,23,40,0
1/9,40,18,24,26,47,50,38,47,30,21,9,43,27,48,98,46,44,37,53,30,36,32,60,55,46,18,48,71,10,49,21,38,45,35,41,41,21,22,18,44,35,58,28,42,42,26,53,25,62,55,35,38,15,42,53,56,35,27,50,24,42,0
1/10,40,16,26,23,48,50,36,47,30,21,9,42,25,48,98,46,46,37,56,31,36,33,73,57,48,19,48,71,10,56,21,40,46,36,41,41,22,24,18,44,35,59,41,42,43,26,59,27,61,55,36,37,20,42,53,55,40,25,48,24,44,0
1/11,40,15,26,33,48,50,34,47,31,21,9,43,28,48,97,46,46,37,56,29,36,34,75,54,46,18,47,70,6,57,21,40,52,34,41,42,22,25,18,44,35,59,41,45,43,31,60,29,63,58,36,36,20,43,51,51,38,24,46,22,43,0
1/12,40,10,26,30,48,50,34,47,33,21,9,43,30,48,99,46,48,41,59,30,34,35,73,56,45,15,45,71,10,56,21,40,57,34,41,47,29,25,18,39,34,59,49,46,43,31,59,32,64,60,36,35,19,43,50,53,40,26,44,22,44,0
1/13,40,10,28,30,49,50,32,47,40,21,9,43,30,48,99,47,46,38,57,28,34,36,71,58,50,15,45,72,9,56,22,40,64,34,46,51,31,24,21,40,26,60,57,46,45,31,59,33,65,62,35,35,20,42,50,54,43,30,40,23,46,0
1/14,40,12,28,28,49,50,29,47,41,21,12,42,29,48,103,47,48,37,57,27,35,37,71,60,50,13,45,73,9,58,21,38,66,33,46,51,31,22,24,40,23,60,58,48,45,31,56,35,66,62,38,33,21,43,52,50,43,34,39,23,45,0
1/15,40,13,28,36,50,52,28,45,41,21,12,42,30,49,101,47,50,36,57,29,36,38,70,60,48,13,45,73,10,59,28,36,62,33,44,52,32,25,26,42,18,61,58,49,45,32,56,35,64,62,40,41,24,45,52,48,44,34,34,22,45,0
1/16,36,16,34,42,54,52,25,40,41,21,12,42,32,50,99,49,50,37,58,32,39,39,72,59,54,12,45,74,30,58,28,36,62,33,46,49,31,25,26,42,14,60,55,58,46,36,58,40,66,60,40,41,28,44,52,48,48,34,34,25,45,0
1/17,36,16,34,45,63,53,23,40,41,21,13,46,31,48,97,49,50,37,56,31,42,40,72,60,57,12,46,75,32,58,26,36,60,32,47,49,33,27,26,44,13,59,52,57,46,37,62,40,65,61,41,40,26,44,52,48,48,32,34,24,46,0
1/18,36,16,34,46,63,53,23,40,40,21,13,47,32,48,98,50,50,37,53,30,42,41,68,74,60,12,45,75,30,58,29,36,61,32,49,38,39,34,26,49,13,57,52,56,45,38,62,45,65,60,41,40,26,48,53,47,48,32,34,24,46,0
1/19,36,16,34,47,63,56,23,40,40,22,13,48,32,50,96,49,50,36,51,30,44,42,67,73,60,13,48,75,24,62,30,35,63,34,52,40,39,32,27,49,12,46,50,58,46,36,63,45,64,63,40,40,26,48,51,46,48,32,38,26,56,0
1/20,36,16,34,30,63,59,23,40,40,23,27,48,36,51,95,49,51,37,60,30,43,43,72,73,59,13,48,76,22,62,38,30,63,34,57,39,39,34,28,48,11,46,51,56,46,36,63,43,65,62,44,40,35,49,51,46,49,37,39,33,58,0
1/21,42,16,32,31,50,60,23,40,40,24,30,49,34,53,93,49,52,42,59,29,42,44,74,78,61,13,48,77,20,61,38,30,64,35,63,41,38,33,28,48,14,46,54,60,46,36,63,45,65,64,43,40,35,48,50,46,51,37,41,33,58,0
1/22,42,16,18,28,50,60,24,40,41,25,30,49,33,53,90,50,56,41,58,30,42,45,76,70,60,17,52,77,19,60,42,30,61,35,61,42,38,34,28,58,16,46,54,60,46,36,64,45,65,65,43,43,35,51,52,46,51,35,39,33,58,0
1/23,42,20,22,29,50,60,23,40,44,26,30,52,29,59,90,54,56,41,57,29,41,46,61,69,60,24,53,81,19,60,44,30,77,34,61,45,38,33,30,57,20,47,51,63,46,36,63,45,65,66,43,43,34,56,52,46,51,34,39,32,56,0
1/24,42,22,22,27,50,58,23,40,47,27,30,57,25,63,88,55,57,42,60,31,41,47,57,70,60,24,56,82,20,61,48,30,73,35,58,45,41,33,30,58,20,47,50,65,40,36,63,45,66,66,43,43,37,57,55,46,50,32,40,31,54,0
1/25,42,26,22,27,50,56,23,40,47,28,30,57,22,62,88,56,57,42,60,30,42,48,65,70,61,24,56,81,22,60,48,32,73,35,57,45,42,32,33,58,19,49,52,64,39,37,64,47,66,66,48,46,36,58,58,44,50,34,41,36,55,0
1/26,42,26,22,27,50,57,23,40,47,29,31,57,22,60,88,60,60,42,60,30,48,49,70,66,62,22,55,81,22,60,52,45,72,43,61,47,40,32,32,57,19,49,52,64,41,43,62,48,69,66,49,51,36,60,58,46,50,33,41,42,55,0
1/27,42,26,24,28,50,58,23,40,55,30,32,57,24,59,89,60,72,44,60,29,50,50,72,72,60,24,58,81,22,61,54,42,69,43,63,46,40,32,33,57,22,49,52,63,42,50,62,48,70,66,48,51,36,62,58,52,47,35,41,40,55,0
1/28,42,26,25,35,50,58,23,40,60,31,33,58,32,59,88,60,72,46,60,27,52,51,72,78,63,30,59,81,22,59,54,44,70,42,64,46,39,33,35,56,23,56,59,63,44,57,63,46,70,67,47,51,36,60,65,55,47,37,42,40,55,0
1/29,42,26,30,44,49,58,24,40,60,32,35,58,37,60,89,61,70,54,67,32,50,52,75,78,71,30,57,82,22,59,55,45,70,44,62,47,39,33,37,56,23,56,60,63,46,58,63,46,70,69,47,47,35,59,70,57,47,39,43,36,56,0
1/30,42,26,30,50,48,57,24,44,62,33,35,60,39,62,87,59,73,52,66,31,53,53,75,78,72,29,60,84,22,59,54,44,70,44,62,57,42,33,38,53,23,56,60,64,46,57,62,45,70,69,45,48,35,62,71,57,48,44,38,36,57,0
1/31,42,28,30,53,48,55,24,44,60,34,35,62,36,61,90,59,75,52,68,31,52,54,75,75,75,29,60,87,24,64,54,52,71,39,62,56,50,33,45,53,23,56,58,64,46,60,66,48,69,70,44,49,36,62,74,57,50,45,36,36,59,0
2/1,42,25,30,56,48,55,24,44,60,35,32,63,36,61,91,59,72,52,68,32,54,55,76,78,73,24,60,90,25,68,54,51,73,35,60,55,52,34,47,53,24,58,58,64,46,63,68,50,69,70,44,50,39,64,72,60,53,40,38,35,59,0
2/2,42,27,30,66,48,56,24,44,62,37,33,63,38,60,91,61,72,52,66,32,50,60,78,78,74,24,59,89,24,68,51,55,74,33,61,55,48,34,47,51,26,56,58,64,46,66,68,52,71,67,43,50,39,65,70,60,57,43,39,38,62,0
2/3,42,28,28,60,47,55,24,45,63,37,33,63,38,59,94,59,71,53,66,30,50,58,79,78,74,23,59,87,22,68,51,53,75,32,61,55,46,34,45,53,25,56,58,64,46,66,73,49,72,67,43,52,45,65,70,59,59,44,39,38,63,0
2/4,42,28,29,60,47,53,25,48,63,37,33,64,38,64,101,58,69,56,72,30,50,59,81,78,73,23,58,86,23,68,51,53,75,41,61,61,43,36,47,53,32,56,58,64,46,62,72,51,74,72,42,52,45,65,70,63,59,46,43,38,64,0
2/5,42,29,29,58,47,49,25,40,66,39,33,64,40,65,101,54,75,57,72,30,55,59,80,78,78,23,60,86,22,68,51,57,78,41,60,60,42,45,52,52,41,55,62,64,47,63,72,51,76,74,42,48,43,67,70,65,59,46,43,39,67,0
2/6,42,29,29,58,47,47,24,44,66,39,42,65,40,66,101,54,75,57,72,30,60,58,84,78,79,23,60,90,22,69,48,57,79,42,63,60,42,45,53,52,40,59,63,64,49,63,79,52,76,75,41,50,41,68,70,65,65,46,44,41,71,0
2/7,48,36,24,58,48,48,23,44,64,41,41,65,39,66,100,54,72,57,70,34,60,60,84,84,80,23,59,91,31,72,48,58,81,43,63,60,41,44,53,53,40,59,62,64,49,70,81,54,76,76,40,55,41,77,70,62,65,47,44,43,76,0
2/8,48,37,22,69,48,48,22,44,63,42,30,65,39,65,100,54,74,57,72,34,61,62,81,84,80,23,63,93,37,70,60,58,81,44,63,60,40,44,52,53,38,59,62,63,48,68,83,53,76,77,40,55,46,78,66,63,67,46,55,43,76,0
2/9,48,38,23,58,50,50,21,44,63,40,29,65,40,64,98,54,75,57,76,34,60,62,82,81,81,22,69,96,43,81,60,57,85,43,64,58,40,49,52,54,40,61,62,62,48,67,80,53,77,76,41,55,53,78,66,61,67,46,55,42,76,0
2/10,48,38,24,48,50,50,21,45,61,40,33,59,39,66,108,54,77,56,75,34,60,61,84,81,81,22,68,100,41,78,60,56,87,43,63,57,40,48,51,54,42,66,60,61,51,66,72,53,78,78,48,56,54,85,66,61,67,46,53,44,73,0
2/11,48,38,24,48,52,40,21,45,60,40,32,56,41,67,108,53,77,56,75,36,60,63,82,81,79,22,66,98,41,74,60,56,87,43,66,56,42,49,51,54,44,66,61,60,51,67,72,54,78,81,52,56,53,82,66,60,68,46,52,46,71,0
2/12,50,44,24,48,52,40,21,45,61,39,32,56,41,68,107,55,77,56,75,41,61,66,80,85,79,24,61,100,37,73,58,55,87,50,69,55,43,50,50,54,44,68,62,60,44,68,72,54,80,82,55,53,53,82,61,59,68,46,56,46,72,0
2/13,50,46,24,46,52,40,21,45,65,40,33,58,40,67,108,56,78,56,79,39,61,65,79,87,79,26,61,99,37,71,60,57,90,65,69,56,44,47,54,56,44,70,68,68,54,66,72,55,81,80,58,53,53,83,64,59,69,47,57,46,72,0
2/14,50,46,24,46,52,41,22,46,64,41,33,62,40,69,111,56,75,57,78,38,66,66,84,84,79,27,61,100,34,69,60,57,88,65,69,55,47,48,54,66,45,69,68,65,56,72,72,58,80,82,56,57,77,83,63,59,67,48,56,60,71,0
2/15,50,46,24,46,56,42,22,47,67,41,33,62,40,78,114,58,75,56,83,38,67,66,84,84,78,30,61,98,34,64,60,58,89,62,70,63,49,48,55,65,42,70,65,65,54,73,72,57,80,82,57,57,75,86,63,62,71,48,57,59,72,0
2/16,50,46,24,53,56,43,22,47,67,43,33,63,40,78,113,62,73,58,83,36,64,65,83,81,78,30,61,97,34,63,64,58,88,60,71,63,49,51,56,69,42,69,66,65,54,77,78,59,78,82,59,55,73,86,63,61,69,47,59,59,72,0
2/17,50,42,28,60,56,43,23,51,66,43,33,63,39,78,113,61,73,57,84,36,64,66,81,82,77,30,61,97,33,61,64,58,87,60,70,63,52,51,60,66,40,69,65,65,53,78,84,61,78,82,60,54,73,85,63,61,68,48,58,59,72,0
2/18,50,45,31,60,58,41,22,51,68,42,38,63,39,79,111,61,72,57,84,40,65,72,80,82,76,32,60,97,32,60,66,58,86,60,70,62,49,50,60,64,40,79,64,66,54,77,83,59,79,81,65,54,77,77,66,62,66,48,57,60,72,0
2/19,48,46,31,60,58,43,20,53,68,42,38,63,39,80,108,63,72,60,84,39,64,69,80,82,72,30,56,100,31,60,66,55,83,58,69,62,49,47,59,63,40,79,63,66,54,80,82,59,76,81,64,53,77,77,69,65,70,48,57,59,75,0
2/20,46,46,31,60,58,48,20,57,69,46,38,63,42,79,108,61,73,72,84,44,67,78,81,82,72,29,52,96,30,63,67,55,83,59,69,63,48,48,59,59,39,73,63,67,54,78,80,58,76,80,64,55,74,77,73,65,62,48,59,59,74,0
2/21,44,47,32,56,60,50,20,57,68,46,38,63,42,78,108,62,78,72,84,44,69,72,85,82,72,28,48,96,29,64,67,64,83,59,68,63,46,53,57,54,38,68,62,71,56,78,82,54,76,82,66,59,71,77,77,69,63,48,65,59,76,0
2/22,42,47,32,60,60,50,19,60,67,47,38,64,42,79,108,62,77,72,85,40,67,69,84,84,74,30,46,96,29,65,64,64,83,59,67,62,48,52,64,54,38,65,52,71,56,76,82,57,75,85,64,59,69,81,78,70,63,49,64,59,79,0
2/23,40,47,32,64,61,50,15,60,67,47,38,64,50,82,106,64,81,72,89,48,65,72,83,84,74,30,46,97,31,63,62,66,82,61,67,57,47,52,66,55,37,63,53,72,56,73,85,58,76,84,69,59,70,81,86,71,63,53,64,59,83,0
2/24,40,44,32,64,63,51,15,63,67,47,38,64,53,81,107,66,85,80,87,49,65,71,84,88,74,31,45,97,31,63,53,63,82,62,67,58,49,52,69,63,40,63,56,73,56,70,86,58,78,84,68,68,70,81,87,88,63,54,65,57,81,0
2/25,40,36,29,66,63,51,12,60,68,47,38,72,53,81,110,72,85,86,86,48,70,70,93,88,74,31,60,97,31,61,48,72,82,60,66,57,52,52,69,63,40,78,57,77,54,67,85,56,78,84,66,69,70,81,87,93,70,67,64,62,80,0
2/26,40,36,24,60,63,56,15,61,67,47,39,80,54,79,113,72,84,83,86,48,71,66,91,88,78,30,59,97,31,62,46,74,82,60,66,57,50,52,66,63,40,76,57,86,53,66,84,56,78,90,65,67,71,81,87,96,71,81,63,62,79,0
2/27,40,36,23,60,63,64,15,57,67,47,39,80,54,79,114,72,83,82,86,46,72,66,90,92,78,31,58,100,31,61,48,71,81,60,66,58,54,57,66,63,44,76,55,85,52,63,84,59,78,90,63,65,70,85,84,101,72,81,65,60,76,0
2/28,42,36,23,61,63,64,15,55,67,47,39,78,61,79,114,72,81,82,84,45,72,69,90,89,78,36,57,102,30,67,48,70,80,60,66,60,52,60,66,63,47,76,54,85,53,64,86,65,78,90,61,65,70,87,84,96,72,78,65,60,74,0
2/29,44,36,23,60,64,64,15,55,66,47,39,77,67,76,113,72,82,82,84,46,72,69,90,89,78,36,58,101,29,75,48,69,81,60,66,60,51,62,64,63,47,83,54,85,54,66,86,64,78,90,63,65,70,87,81,99,72,78,64,60,75,0
3/1,46,36,23,60,65,64,15,55,66,47,39,76,73,84,113,73,83,79,84,47,72,69,91,89,78,36,59,101,29,76,48,68,83,59,66,61,50,65,62,64,47,81,54,85,55,61,87,64,78,90,65,66,70,90,78,102,72,81,63,60,76,0
3/2,48,37,26,63,65,64,17,55,70,48,39,77,69,85,112,75,83,75,85,48,78,74,92,88,79,35,59,104,28,77,48,68,85,59,66,61,48,65,62,64,47,81,53,84,61,63,86,64,79,88,78,64,77,92,79,100,74,81,65,63,79,0
3/3,48,38,26,60,60,64,15,55,72,45,37,75,67,87,113,72,83,79,84,48,84,73,92,89,78,34,59,106,28,74,49,69,88,58,68,61,48,65,62,71,46,82,51,84,61,68,85,60,81,88,74,67,78,90,82,100,74,80,65,63,78,0
3/4,49,42,27,66,64,69,14,57,72,42,36,74,68,86,110,72,96,78,83,44,88,72,92,92,78,34,59,102,28,76,52,69,88,59,68,61,44,63,62,81,46,82,52,85,58,70,84,61,81,88,72,79,83,87,78,98,73,80,66,63,79,0
3/5,50,43,27,60,60,70,13,58,76,38,36,73,67,88,108,75,112,80,82,40,87,64,92,93,75,36,57,104,28,74,61,69,86,59,68,61,43,63,60,81,46,85,53,85,61,75,89,62,85,87,70,74,89,88,78,98,71,80,66,63,79,0
3/6,52,40,27,60,64,71,12,58,78,36,36,76,68,88,108,74,108,84,82,36,85,64,93,92,71,37,60,103,27,76,62,70,83,59,68,60,42,61,62,81,46,83,66,86,63,75,98,64,86,84,70,71,88,90,78,98,70,77,66,62,78,0
3/7,52,46,27,64,65,70,12,56,80,30,36,79,71,86,108,75,110,85,81,36,85,64,94,88,70,39,60,107,27,76,62,76,83,59,68,60,44,60,62,81,46,85,69,86,78,75,96,65,85,84,72,70,85,90,78,98,90,77,65,62,78,0
3/8,52,49,27,66,65,71,12,55,78,28,36,78,72,84,110,77,114,85,80,36,99,66,94,89,71,42,60,109,27,76,63,76,82,59,68,60,46,57,62,80,40,90,70,86,84,72,95,63,85,87,71,70,85,90,79,94,90,68,65,62,80,0
3/9,52,50,39,62,65,70,28,53,77,28,36,76,70,84,114,77,116,86,78,36,98,63,94,88,71,44,60,111,28,76,60,81,81,59,68,60,44,54,62,79,48,92,69,85,84,69,95,61,90,89,75,68,85,96,79,92,88,68,64,59,84,0
3/10,48,50,43,62,63,70,32,52,76,38,37,74,66,83,121,78,111,84,78,38,97,63,89,88,70,42,61,111,28,74,60,82,81,59,68,57,44,53,63,81,47,90,72,83,83,65,103,58,88,87,75,66,85,96,79,92,93,68,64,63,84,0
3/11,49,50,40,62,63,70,32,50,75,42,38,74,63,83,125,81,114,84,77,39,96,66,84,85,72,46,64,108,29,76,59,77,81,61,68,57,45,50,70,80,47,90,73,86,84,66,104,58,89,87,75,66,83,94,79,91,91,68,61,64,82,0
3/12,50,50,34,63,69,69,32,51,75,42,38,74,61,84,127,81,111,82,73,42,96,64,84,91,73,48,63,102,34,76,62,76,79,60,68,57,46,56,70,79,47,87,77,88,89,67,106,59,89,87,78,62,80,95,79,91,92,65,61,66,83,0
3/13,51,51,34,63,82,69,31,63,76,43,38,77,61,88,126,83,108,82,73,41,93,69,75,90,73,46,65,100,42,81,75,78,79,62,68,55,46,58,70,86,47,87,76,88,84,68,108,59,90,93,79,60,80,95,79,91,92,62,60,76,81,0
3/14,52,53,30,63,78,69,35,64,80,41,38,76,61,92,125,84,106,81,73,41,92,74,73,90,73,50,65,101,42,88,79,76,79,62,67,51,46,56,88,86,42,85,77,96,84,70,110,59,89,93,77,57,76,96,79,91,92,62,63,75,81,0
3/15,53,57,28,65,78,69,39,64,79,39,38,76,62,90,126,85,104,85,71,39,96,75,72,90,72,54,66,100,45,89,84,70,78,63,65,48,46,56,88,86,37,85,76,102,84,69,112,58,89,93,80,60,69,96,79,90,92,60,63,75,84,0
3/16,54,57,26,67,78,68,44,63,78,39,38,76,63,88,124,83,98,84,70,46,96,79,72,88,72,55,67,100,44,87,82,71,82,69,65,39,46,54,88,88,35,87,76,99,85,71,109,58,89,93,80,74,68,97,79,88,90,59,65,80,84,0
3/17,55,58,23,64,78,69,46,63,77,39,38,76,63,87,124,84,99,83,70,54,95,84,72,88,73,53,67,102,43,85,83,71,91,70,66,32,46,57,91,90,35,90,77,98,84,73,109,57,81,93,79,76,76,98,79,86,90,58,65,79,85,0
3/18,56,58,28,64,78,70,46,62,80,39,38,74,63,87,125,83,98,84,73,66,92,84,70,89,73,51,68,101,43,85,83,71,89,71,68,30,46,60,91,92,35,87,79,98,81,73,108,59,79,93,78,77,88,97,78,86,90,50,65,77,85,0
3/19,57,58,28,60,76,71,45,62,78,43,39,73,62,81,123,82,98,85,82,66,90,85,70,90,72,55,67,102,39,84,83,70,88,71,68,30,48,59,90,93,35,87,79,100,89,75,108,62,78,93,78,74,84,100,78,86,90,41,70,76,85,0
3/20,58,58,28,60,66,71,45,60,79,40,40,73,63,78,126,81,100,84,85,66,84,77,69,93,72,49,69,101,36,82,84,66,87,76,68,42,48,59,90,98,34,87,79,100,89,75,108,65,78,94,77,77,82,107,78,85,88,39,75,75,84,0
3/21,60,57,28,60,60,71,45,61,79,38,41,73,63,73,126,85,108,83,84,69,87,66,71,90,72,48,68,105,36,82,83,66,86,77,73,50,48,59,93,96,33,88,75,95,88,75,109,69,76,100,77,73,79,110,78,84,90,35,76,86,85,0
3/22,62,56,24,62,64,72,40,60,78,38,41,72,63,70,128,85,108,83,84,69,84,71,70,90,69,48,68,108,36,82,83,66,86,77,73,48,50,59,92,100,35,90,77,108,88,74,114,69,74,99,77,72,75,110,79,83,95,30,79,87,87,0
3/23,64,56,23,60,64,77,38,60,77,38,42,71,63,69,128,88,108,84,82,67,85,70,84,94,68,48,68,108,36,82,82,66,84,77,73,48,50,60,88,95,39,94,77,110,90,74,120,72,75,99,76,70,72,108,81,80,95,29,82,87,87,0
3/24,66,56,23,60,64,80,38,60,75,35,42,70,63,78,127,93,108,84,81,68,84,69,88,94,66,48,68,107,38,82,82,66,82,71,72,48,52,60,89,93,39,96,77,113,91,73,128,74,74,100,75,70,71,107,83,81,95,28,82,85,87,0
3/25,66,56,23,57,64,82,40,59,68,36,42,71,62,79,129,102,109,87,80,66,84,66,92,90,63,50,67,106,38,82,82,66,81,70,72,46,53,59,87,93,39,94,77,113,92,73,126,71,73,99,76,70,70,106,82,79,96,26,82,85,84,0
3/26,66,57,22,54,60,80,40,59,60,36,44,71,61,75,134,101,106,94,80,66,84,65,90,96,63,53,65,108,38,82,82,63,79,64,73,49,53,59,84,93,38,92,80,112,90,72,124,71,71,91,76,68,69,106,82,81,98,27,82,84,86,0
3/27,67,57,21,50,61,78,37,58,52,37,46,74,60,73,144,100,105,96,80,66,85,65,90,96,63,48,70,109,38,82,82,60,79,66,72,49,53,56,78,94,38,92,81,98,89,71,124,77,71,85,76,66,63,106,81,81,98,27,77,84,87,0
3/28,68,57,21,50,61,79,35,56,51,37,46,74,58,73,142,96,105,97,79,67,84,64,88,96,63,48,72,108,48,82,80,60,77,68,66,48,50,59,76,94,38,92,80,87,87,71,132,77,70,85,75,66,61,108,80,77,98,27,77,86,88,0
3/29,67,57,20,48,61,74,34,52,49,39,49,74,57,68,139,98,105,95,78,66,83,63,82,98,63,48,68,108,53,84,73,58,76,68,58,48,50,69,67,94,38,90,76,83,85,72,132,76,68,83,70,65,61,109,78,78,97,27,79,85,87,0
